p,a_p,u_star,rho_min,kappa,kappa_analytic,relative_deviation,v_min,second_derivative
1.0,0.3058103975535168,0.28055999775552,1.1818269800642254,1.0842449358387387,1.0833333333333333,0.003815754676104639,-1.300713553293355e-06,0.00014238714838823763
1.5,0.3192754284070505,0.28055999775552,1.18042636133432,1.082959964526899,1.0816871777305563,0.002626102407972352,-1.9227539483277825e-06,0.00021736161327831746
2.0,0.3333333333333333,0.28055999775552,1.1790597996215977,1.0817062381849518,1.0801234497346435,0.0014653773609833165,-2.5268640991619427e-06,0.00029490806327291195
2.5,0.34801021696368506,0.28055999775552,1.1777278689564772,1.0804842834463093,1.0786354821384732,0.00033406710293577005,-3.1137352572005416e-06,0.0003750415198804655
3.0,0.36333333333333334,0.28055999775552,1.1764308119216946,1.07929432286394,1.077217345015942,0.0007676223221587872,-3.6840392773640157e-06,0.00045776186265628115
